"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","House district","Senate district","latitude","longitude"
"531","1201311","Issued",2027-10-01,"SCHMID FARM ESTATES","FREDERICK W SCHMID JR","5540 N. STATE, ORLEANS, MI 48865","48865","5590 N STATE LOT 2, ORLEANS, MI 48865","IONIA","No Phone","14","12/09/2004","FREDERICK W SCHMID JR","6167551753",NA,"078","33",43.067546028451,-85.075034327021
"532","1201206","Issued",2027-10-01,"MAPLE LEAF COMMUNITY","CONSTINE COMMUNITIES INC","8701 E. M-21, OVID, MI 48866","48866","1200 W MAIN STREET, OWOSSO, MI 48867","CLINTON","9897236043","76","05/07/1999","RODNEY B CONSTINE","9897236913",NA,"075","28",43.002740351019,-84.389605924669
"533","1200677","Expired",2024-10-01,"CANDLE WICK COURT","UMH SALES AND FINANCE INC","1800 CANDLEWICK DRIVE, OWOSSO, MI 48867","48867","1800 CANDLEWICK DR, OWOSSO, MI 48867","SHIAWASSEE","No Phone","211","06/29/1979","SHIRLEY KLINERT","7656691600","JASONFARMERUMH@OUTLOOK.COM","071","28",42.980897530439,-84.189661156474
"534","1200805","Issued",2027-10-01,"NORTHWOODS COMMUNITY","CONSTINE COMMUNITIES INC","2100 NORTH HINTZ ROAD, OWOSSO, MI 48867","48867","1200 W MAIN STREET, OWOSSO, MI 48867","SHIAWASSEE","9897236913","97","08/30/1979","RODNEY B CONSTINE","9897236913",NA,"071","28",43.027949385824,-84.145854983547
"535","1200961","Issued",2027-10-01,"WOODS & FIELDS COMMUNITIES WEST","CONSTINE COMMUNITIES INC","2627 WEST M-21, OWOSSO, MI 48867","48867","1200 W MAIN STREET, OWOSSO, MI 48867","SHIAWASSEE","9897236043","72","05/09/1980","RODNEY B CONSTINE","9897236913",NA,"071","28",42.995892084667,-84.219574995441
"536","1201120","Issued",2027-10-01,"WOODS & FIELDS COMMUNITIES EAST","CONSTINE COMMUNITIES INC","2450 KROUSE ROAD, OWOSSO, MI 48867","48867","1200 W MAIN STREET, OWOSSO, MI 48867","SHIAWASSEE","9897236043","323","10/24/1991","RODNEY B CONSTINE","9897236043",NA,"071","28",42.983186985909,-84.217251159393
"537","1201866","Issued",2027-10-01,NA,"EVERGREEN PLEASANT VALLEY LLC","1704 S M-52, OWOSSO MI 48867","48867","525 WILLIAM PENN PLACE, 28TH FL, PITTSBURGH, PA 15219","SHIAWASSEE","2488206968","61","08/27/2021","AKSHITA BANERJEE","203-501-0796","compliance@evergreenparke.com","071","28",42.973148209496,-84.188231287612
"538","1200658","Issued",2027-10-01,NA,"COUNTRYSIDE VILLAGE MI LLC","4600 W. BRITTON ROAD, PERRY, MI 48872","48872","4600 COX RD STE 400, GLEN ALLEN, VA 23060","SHIAWASSEE","No Phone","360","06/19/1979","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM","071","28",42.834123318365,-84.250337051648
"539","1201989","Issued",2027-10-01 14:07:22,NA,"PINE HAVEN ESTATES LLC","10400 E PEWAMO RD, PEWAMO MI 48873","48873","6905 TELEGRAPH ROAD STE 325, BLOOMFIELD HILLS, MI 49202","IONIA","9894936487","50","10/27/2022","AMANDA PROVIDAKES","2483312479","APROVIDAKES@BLANKFAMILYCOMMUNITIES.COM","093","33",43.000512315426,-84.868449887665
"540","1201245","Issued",2027-10-01,"SUNSET RIDGE MANUFACTURED HOME COMMUNITY","SUN COMMUNITIES FUNDING II LLC","7204 E. GRAND RIVER AVENUE, PORTLAND TWP., MI 48875","48875","27777 FRANKLIN RD STE 200, SOUTHFIELD, MI 48034","IONIA","2482082500","500","08/24/2001","JOHN MCLAREN","2482082500","jmclareen@suncommunities.com","078","33",42.867958593586,-84.933168741378
"541","1201848","Issued",2027-10-01,"SUNSET VIEW MOBILE HOME PARK","COSMONET-SUNSET LLC","926 HILL STREET, PORTLAND MI 48875","48875","20 SHALLOWBROOK ROAD, MORGANVILLE, NJ 07751","IONIA","8045506892","35","07/02/2021","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com;jacob.mastenbrook@yahoo.com","078","33",42.861749782628,-84.897199983195
"542","1201918","Issued",2027-10-01,NA,"PARK VIEW MHC LLC","299 BRISTIE STREET, PORTLAND MI 48875","48875","24165 IH 10 W STE. 217 PMB 501, SAN ANTONIO, TX 78257","IONIA","2103739272","75","02/25/2022","BRENT SMITH","9703449237","LEGAL@MHSPARKS.COM","078","33",42.864123471174,-84.887089240446
"543","1200470","Issued",2027-10-01,"VALLEY SPRINGS MOBILE HOME PARK","VALLEY SPRINGS MOBILE HOME PARK LLC","4723 NORTH HARTEL ROAD, POTTERVILLE, MI 48876","48876","126 S PUTNAM ST, WILLIAMSTON, MI 48895","EATON","5173478605","81","04/17/1979","GARY L THEIS","5173478605",NA,"076","21",42.636201066261,-84.741091646599
"544","1201595","Issued",2027-10-01,"INDEPENDENCE COMMONS COMMUNITY","INDEPENDENCE COMMONS TITLEHOLDER LLC","1776 CONSTITUTION CIRCLE, POTTERVILLE MI 48876","48876","17757 US HWY 19N  STE 560, CLEARWATER, FL 33764","EATON","5176450051","380","09/25/2018","CHARLES CROOK","7276081700","CCROOK@LIVEWINDWARD.COM (Now SUN Communities)","076","21",42.62913373887,-84.7505967248
"545","1202018","Issued",2027-10-01,NA,"WESTWINDS MHC LLC","3462 E ROSEBUSH ROAD, ROSEBUSH MI 48878","48878","P.O. BOX 1526, NOVI, MI 48376","ISABELLA","9893869417","14","04/14/2023","DAVID LUNDGREN","3134341701","pleasantvalleyest@gmail.com","092","34",43.697845504478,-84.778251473223
"546","1200304","Issued",2027-10-01,NA,"CREEKSIDE MEADOWS OF ST JOHNS MHC LLC","2265 WEST PARKS ROAD - LOT 1, ST. JOHNS, MI 48879","48879","4893 ROCHESTER RD, STE D, TROY, MI 48085","CLINTON","9892247707","216","03/23/1979","WILLIAM T CONNELL","248-601-0202","wtconnell@comcast.net","075","28",42.968636733931,-84.566719897355
"547","1201610","Issued",2027-10-01 15:21:18,NA,"ST JOHNS ESTATES MHC INC","609 NORTH MORTON, ST JOHNS MI 48879","48879","449 HUDSON DR  UNIT A, DORCHESTER, ON N0L1G5","CLINTON","5192688500","112","12/03/2018","TOWSON BAILLIE","5192688500","GAMOBILEHOMEPARK@GMAIL.COM","075","28",43.007080501406,-84.566797047258
"548","1201123","Issued",2027-10-01,NA,"NESENS COUNTRYSIDE INC","600 CHEESMAN RD., ST. LOUIS, MI 48880","48880","600 CHEESMAN RD, ST LOUIS, MI 48880","GRATIOT","9896815505","77","05/11/1992","BRIAN NESEN","9896815505",NA,"092","34",43.40253098095,-84.619077958455
"549","1201326","Issued",2027-10-01,NA,"EVERGREEN VILLAGE MHC, LLC","11 EVERGREEN DRIVE, ST LOUIS, MI 48880","48880","4893 ROCHESTER RD STE D, TROY, MI 48085","GRATIOT","9896812953","183","01/17/2008","WILLIAM T CONNELL","9896812953","WTCONNEL@CREEKSIDEINVESTORS.COM","092","34",43.398079980816,-84.623239992477
"550","1201720","Issued",2027-10-01,NA,"WOODLAND MHC LLC","953 E MONROE ROAD, ST LOUIS MI 48880","48880","7130 PLEASANT VALLEY ROAD, SHEPHERD, MI 48883","GRATIOT","9893176892","34","12/14/2019","GAYLON KOUTZ","9893176892","GAYLON@FIVESTARTCLOSER.COM","092","34",43.409388425485,-84.590191656998
"551","1200293","Issued",2027-10-01,"SARANAC ESTATES","SARANAC ESTATES LLC","178 WASHINGTON ST, SARANAC MI 48881","48881","4525 CLAY AVE SW, GRAND RAPIDS, MI 49548","IONIA","6163181045","4","03/21/1979","ALLY PLUMMER","6163181045","HOUSINGAZTEC@GMAIL.COM","078","18",42.925750097691,-85.217358928741
"552","1200353","Issued",2027-10-01,"GLENVIEW MOBILE HOME PARK","DANIEL FRAZER","4090 JACKSON RD, SARANAC, MI 48881","48881","4090 JACKSON RD, SARANAC, MI 48881","IONIA","6166485487","13","03/28/1979","DANIEL FRAZER","6166485487",NA,"078","18",42.928522286438,-85.19409730341
"553","1202019","Issued",2027-10-01,NA,"MAPLE LEAF VILLAGE, LLC","8649 S LOOMIS ROAD, SHEPHERD MI 48883","48883","7130 PLEASANT VALLEY ROAD, SHEPHERD, MI 48883","ISABELLA","9893176892","20","04/18/2023","GAYLON KOUTZ","9893176892","gaylon@fivestartcloser.com","092","34",43.516238077318,-84.666669482676
"554","1201703","Issued",2027-10-01,"SHERIDAN PROPERTY MANAGEMENT","DTR PROPERTY MANAGEMENT","453 E CONDENSERY ROAD, SHERIDAN MI 48884","48884","3013 CEDAR LAKE ROAD, STANTON, MI 48888","MONTCALM","6169709037","26","10/03/2019","DOMINIC RIDGELL III","6169709037","dtrpropertymanagement@gmail.com","091","33",43.206535514075,-85.065738598381
"555","1200401","Issued",2027-10-01,NA,"HALF MOON LAKE RESORT","2832  STAINES RD. S.E., STANTON, MI 48888","48888","2832 STAINES RD SE, STANTON, MI 48888","MONTCALM","9898314554","6","03/30/1979","CARL N SHAFFER","9898314554",NA,"091","33",43.25174339267,-85.05380444464
"556","1201972","Issued",2027-10-01,NA,"BAY VILLAGE STANTON LLC","410 W PINE STREET, STANTON MI 48888","48888","5820 HEMPSTEAD ROAD, OXFORD, MI 48371","MONTCALM","3134690951","52","09/20/2022","MICHAEL CALIN","5862141169","mcalin@mhpglobal.net","091","33",43.296525722042,-85.088327827439
"557","1200291","Issued",2027-10-01,NA,"WEBBERVILLA LLC","400 WEST GRAND RIVER AVENUE, WEBBERVILLE, MI 48892","48892","44109 OLD GRAND RIVER W, NOVI, MI 48375","INGHAM","2483492156","174","03/21/1979","RUSS BUTTON","2483492156","ARBJR@SBCGLOBAL.NET","073","22",42.669132013185,-84.181103820066
"558","1200756","Issued",2027-10-01,"HAMLIN MHC","SUN POOL 12, LLC","5325 VAN ORDEN ROAD, WEBBERVILLE, MI 48892","48892","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","INGHAM","5175213878","230","07/30/1979","BRUCE THELEN","2482082500","LICNESING@SUNCOMMUNITIES.COM","073","22",42.639889983758,-84.154374014658
"559","1200422","Issued",2027-10-01,"WESTPHALIA TRAILER COURT","PATRICIA HENGESBACH","13606 JASON RD., WESTPHALIA MI 48894","48894","PO BOX 373, WESTPHALIA, MI 48894","CLINTON","517-230-1285","8","04/12/1979","PATRICIA HENGESBACH","517-230-1285","PAT4HEN@GMAIL.COM","077","28",42.91506681727,-84.790065095197
"560","1201129","Issued",2027-10-01,"WILLIAMSTON LAKES MHC","BUCKEYE ESTATS MHC LLC AND BUCKEYE VILLAGE MHC LLC","2300 E GRAND RIVER, WILLIAMSTON MI 48895","48895","5305 VILLAGE CENTER DR  STE 321, COLUMIBA, MD 21044","INGHAM","6025075565","48","08/17/2022","JAMES CARROLL","No Phone","JCARROLL916@ICLOUD.COM","073","28",42.684465992583,-84.270390115804
"561","1201850","Issued",2027-10-01,"WILLOW VILLAGE MOBILE HOME COURT","COSMONET-WILLOWVILLAGE LLC","2445 E GRAND RIVER AVE, WILLIAMSTON MI 48895","48895","20 SHALLOWBROOK ROAD, MORGANVILLE, NJ 07751","INGHAM","8045506892","45","07/02/2021","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com","073","28",42.685446502045,-84.264206046435
"562","1201757","Expired",2024-10-01,"KRISTANA MOBILE HOME PARK","MUSKEGON GROUP LLC","1110 E COLEMAN ROAD, LANSING MI 48906","48906","42815 GARFIELD RD., STE. 213, CLINTON TWP, MI 48038","CLINTON","5174847493","154","04/15/2020","D MARK KRUEGER","5863335622",NA,"077","28",42.772277408639,-84.539106136439
"563","1201003","Issued",2027-10-01,"KING ARTHURS COURT","KING ARTHUR MOBILE ASSOC LTD PARTNERSHIP","2201 EAST STATE ROAD, LANSING, MI 48906","48906","PO BOX 339687, FARMINGTON HILLS, MI 48333","CLINTON","2488512700","425","06/15/1982","GARY W GRIGLAK","2488512700",NA,"077","28",42.787004119152,-84.518488750103
"564","1201059","Issued",2027-10-01,NA,"CADGEWITH FARMS, LTD","2300 EAST STATE ROAD, LANSING, MI 48906","48906","2300 EAST STATE RD, LANSING, MI 48906","CLINTON","5173711101","228","12/18/1987","GLENNA J ADAMS","5172022294","cadgewithfarm@gmail.com","077","28",42.77960273101,-84.516159251573
"565","1202017","Issued",2027-10-01,"VALLEY ESTATES","CC VALLEY ESTATES PROPERTY LLC","16751 TURNER ROAD, LANSING MI 48906","48906","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034","CLINTON","5174876565","148","04/12/2023","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","077","28",42.773491401586,-84.552151059989
"566","1201091","Issued",2027-10-01,"KENSINGTON MEADOWS","SUN SECURED FINANCING, LLC","4245 WEST JOLLY ROAD, LANSING, MI 48911","48911","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","EATON","5176468330","290","09/15/1989","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","076","21",42.680657046233,-84.610328676463
"567","1201534","Issued",2027-10-01,NA,"RIVERVIEW ESTATES MHC LLC","3407 MT HOPE AVE, LANSING MI 48911","48911","17602 17TH STREET, STE. 102 #289, TUSTIN, CA 92780","INGHAM","5174828069","142","04/03/2018","STEVE MCCOROSKY","9492987185","steve@discoverpropertiesllc.com","074","21",42.710238836105,-84.596296364719
"568","1201545","Issued",2027-10-01,"STONEGATE MHC","YES STONEGATE LLC","2700 EATON RAPIDS ROAD, LANSING MI 48911","48911","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","INGHAM","7344832020","308","07/02/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","074","21",42.656873395972,-84.593697052725
"569","1201657","Issued",2027-10-01,"MILL POND VILLAGE MANUFACTURED HOME COMMUNITY","FR LANSING LLC","1500 OLD MILL LAND, LANSING MI 48911","48911","5601 S BROADWAY, STE 200, LITTLETON, CO 80121","INGHAM","No Phone","356","04/15/2019","MATTHEW R STROHM","3037946655","compliance@farrell-roeh.com","074","21",42.655572755832,-84.531876455039
"570","1201827","Issued",2027-10-01,NA,"CC PARK TERRACE PROPERTY LLC","3435 W SAINT JOSEPH STREET, LANSING MI 48917","48917","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","INGHAM","5173677406","158","03/31/2021","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","077","21",42.72606998809,-84.597931003476
"571","1201930","Issued",2027-10-01,NA,"YES CENTURY PARK LLC","215 NORTH CANAL ROAD, LANSING MI 48917","48917","5050 S SYRACUSE  STE 1200, DENVER, CO 80237","EATON","517-627-8481","230","04/19/2022","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","076","21",42.734866250649,-84.664823368501
"572","1200357","Issued",2027-10-01,"COLONIAL ACRES MHC","FS COLONIAL ACRES PROPERTY LLC","5374 E DEADWOOD DRIVE, KALAMAZOO MI 49002","49002","29200 NORTHWESTERN HWY, STE. 300, SOUTHFIELD, MI 48034","KALAMAZOO","2693270296","612","03/28/1979","JEFFREY DAVIDSON","2487743198","jdavidson@cambiomhc.com","041","19",42.24031208653,-85.541133994954
"573","1201959","Issued",2027-10-01,NA,"PORTAGE TERRACE MHP LLC","11247 PORTAGE ROAD, PORTAGE MI 49002","49002","7505 ASPECT DRIVE, APT. 306, GRANGER, IN 46530","KALAMAZOO","2693480488","81","08/16/2022","PRABHAKORN KITBHOKA","5742996147","portageterracemhp@gmail.com","042","19",42.153582941812,-85.564614890872
"574","1201704","Expired",2024-10-01,NA,"COUNTRY ACRES VILLAGE LLC","2300 BARNEY RD, KALAMAZOO MI 49004","49004","PO BOX 98757, SEATTLE, WA 98198","KALAMAZOO","269-383-8300","320","10/10/2019","CHRIS TRACY","2068244434","sumitup56@yahoo.com","042","19",42.31895734664,-85.618640531608
"575","1200348","Issued",2027-10-01,NA,"FS HILLCREST ACRES PROPERTY LLC","3205 DOUGLAS AVE, KALAMAZOO MI 49004","49004","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034","KALAMAZOO","8106595295","150","03/28/1978","JEFFREY DAVIDSON","2487783198","JDAVIDSON@CAMBIOMHC.COM","041","19",42.321852078811,-85.604054092245
"576","1200896","Issued",2027-10-01,NA,"EVERGREEN PARK OF KALAMAZOO, INC","182 EAST D AVENUE, KALAMAZOO, MI 49004","49004","182 EAST D AVE, KALAMAZOO, MI 49004","KALAMAZOO","No Phone","76","10/12/1979","BURTON P ADAM","2693425496",NA,"042","19",42.372032437647,-85.586276494705
"577","1201183","Issued",2027-10-01,"WEATHERSTONE VILLAGE COMMUNITY","TERRICK INC","5210 MARSH ARBOR TRAIL, KALAMAZOO MI 49004","49004","2015 SPRING RD # 255, OAK BROOK, IL 60523","KALAMAZOO","630-571-1781","101","12/23/1997","TERRANCE A SALS","6305711781",NA,"042","19",42.336124909267,-85.523371820116
"578","1201542","Issued",2027-10-01,"AMERICANA ESTATES","YES AMERICANA ESTATES LLC","1802 TRAY LANE, KALAMAZOO MI 49006","49006","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","KALAMAZOO","2693754014","162","06/25/2018","JOSH SONNE","248-744-4211","businesslicensing@yescommunities.com","041","19",42.274591765494,-85.643345939761
"579","1201548","Issued",2027-10-01,NA,"MI 2017 HIGHLAND HILLS LLC","2425 DOUGLAS AVE, KALAMAZOO MI 49007","49007","1400 BELLEVILLE ST, RICHMOND, VA 23230","KALAMAZOO","8047477207","187","07/11/2018","ANDREW REISIGNER","8047677721","areisigner@ctrecap.com","041","19",42.315674909538,-85.603546903284
"580","1201560","Issued",2027-10-01,"TWINLEAF","YES TWINLEAF LLC","3614 STADIUM DR, KALAMAZOO MI 49008","49008","5050 S SYRACUSE ST  STE 1200, DENVER, CO 80237","KALAMAZOO","2693752282","185","08/17/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","041","19",42.273518588521,-85.635437446477
"581","1200343","Issued",2027-10-01,"COLONIAL MANOR MHC","FS COLONIAL MANOR PROPERTY LLC","5500 W KL AVE, KALAMAZOO MI 49009","49009","29200 NORTHWESTERN HWY, STE. 300, SOUTHFIELD, MI 48034","KALAMAZOO","2693750982","193","03/28/1979","JEFFREY DAVIDSON","2487783198",NA,"040","19",42.278760085944,-85.659711605711
"582","1201103","Issued",2027-10-01,"FOUNTAIN SPRINGS","YES COMPANIES KEY LLC","1410 SOUTH 9TH ST, KALAMAZOO MI 49009","49009","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","KALAMAZOO","No Phone","328","07/25/1990","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","040","19",42.276324849704,-85.678545742146
"583","1201463","Issued",2027-10-01,NA,"FSI ROYAL ESTATES PROPERTY LLC","8300 RAVINE RD, KALAMAZOO MI 49009","49009","5050 S SYRACUSE ST  STE 200, DENVER, CO 80237","KALAMAZOO","2487783198","181","03/15/2017","JOSH SONNE","2487783200","legal@yescommunties.com","042","19",42.380241589798,-85.678362597562
"584","1201561","Issued",2027-10-01,"WOODLAND ESTATES","YES WOODLAND ESTATES MI LLC","4797 SOUTH 4TH ST, KALAMAZOO MI 49009","49009","5050 S SYRACUSE ST  STE 1200, DENVER, CO 80237","KALAMAZOO","2693753083","347","08/21/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","040","19",42.246822939369,-85.722392986399
"585","1201892","Issued",2027-10-01,"HUNTINGTON RUN MH","SUN HUNTINGTON RUN LLC","6255 CRANBROOK LANE, KALAMAZOO MI 49009","49009","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034","KALAMAZOO","8882063524","206","12/17/2021","BRUCE THELEN","248-208-2500","licensing@suncommunities.com","040","19",42.258710510684,-85.672149679471
"586","1201081","Issued",2027-10-01,NA,"WYNGATE FARMS MOBILE HOME PARK","5560 Al Sabo Dr, Kalamazoo, MI 49009","49009","5560 AL SABO DR, KALAMAZOO, MI 49009","KALAMAZOO","No Phone","333","12/08/1988","JOHN CARON","2693729482",NA,"040","19",42.235148959903,-85.675431362202
"587","1201192","Issued",2027-10-01,"SADDLEBROOK FARMS","CCG DEVELOPMENT, LLC","5053 S 4th St, Kalamazoo, MI 49009","49009",", ,","KALAMAZOO","2693752113","147","09/14/1998","JOHN Z CARON","2693729482",NA,"040","19",42.244485226574,-85.725531422405
"588","1200027","Issued",2027-10-01,"ALLEGAN MOBILE ESTATES","ALLEGAN MOBILE ESTATES LLC","1260 LINCOLN ROAD, ALLEGAN, MI 49010","49010","317 GARDEN AVE, HOLLAND, MI 49424","ALLEGAN","No Phone","42","12/20/1978","KEVIN J KAMMERAAD","6163929200","kevinkammeraad@yahoo.com","043","20",42.508729501864,-85.822453883394
"589","1200030","Issued",2027-10-01,"HOMECREST VILLA MOBILE HOME PARK","HOMECREST VILLA MHP LLC","3382 MONROE ROAD, ALLEGAN, MI 49010","49010","1440 SAN GABRIEL ST, OJAI, CA 93023","ALLEGAN","6163929200","58","12/22/1978","WILLIAM H HATCH","9512961960",NA,"043","20",42.53517122126,-85.876475081722
"590","1200105","Issued",2027-10-01,"VILLAGE EAST MOBILE HOME PARK","ALLEGAN MOBILE ESTATES LLC","1258 LINCOLN ROAD, ALLEGAN, MI 49010","49010","317 GARDEN AVE, HOLLAND, MI 49424","ALLEGAN","No Phone","94","02/02/1979","KEVIN J KAMMERAAD","6163929200",NA,"043","20",42.510485762037,-85.822043253957
"591","1200215","Issued",2027-10-01,NA,"DUMONT CREEK INVESTORS LLC","1925 LAURA ST, ALLEGAN, MI 49010","49010","31550 NORTHWESTERN HWY #220, FARMINGTON HILLS, MI 48334","ALLEGAN","No Phone","75","03/20/1979","RAMI FAKHOURY","248-865-0066",NA,"043","20",42.558789831846,-85.890442517535
"592","1201469","Issued",2027-10-01,"SWAN LAKE MOBILE HOME COMMUNITY","MI 2016 SWAN LAKE MOBILE ESTATES LLC","4319 SWAN LAKE DR, ALLEGAN MI 49010","49010","1400 BELLEVILLE ST, RICHMOND, VA 23230","ALLEGAN","No Phone","47","04/13/2017","ANDREW RESINGER","8047697721",NA,"039","20",42.46338122639,-85.965313783831
"593","1201934","Issued",2027-10-01,NA,"ACACIA GLOBAL PROPERTIES LLC","414 RUSSELL STREET, ALLEGAN MI 49010","49010","165 DOUGLAS AVE, HOLLAND, MI 49424","ALLEGAN","6164033760","10","05/13/2022","KEVIN RIDLINGTON","616-566-4532","KEVINRIDLINGTON@GMAIL.COM","043","20",42.52958669445,-85.865845990305
"594","1202074","Issued",2027-10-01,NA,"BIRCHWOOD ESTATES MOBILE HOME PARK LLC","3500 Q DRIVE S, ATHENS MI 49011","49011","P.O. BOX 183, EAST LEROY, MI 49051","CALHOUN","2697294144","67","02/01/2024","JACK SCHAAP","2692982777","birchwoodestatesmhc@gmail.com","045","18",42.128155055516,-85.224896941904
"595","1201672","Issued",2027-10-01,"HARPER COMMONS MOBILE HOME COMMUNITY","HARPER COMMONS LLC","993 MICHIGAN AVE E, BATTLE CREEK MI 49014","49014","17602 17th STREET, STE. 102 #289, TUSTIN, CA 92780","CALHOUN","2699639300","163","07/12/2019","STEVE MCCROSKY","7143890112","steve@discoverpropertiesllc.com","045","18",42.312404207099,-85.13976203517
"596","1202005","Issued",2027-10-01,NA,"BAKER MHP LLC","1030 E COLUMBIA AVE, BATTLE CREEK MI 49014","49014","P.O. BOX 249, ENGLEWOOD, NJ 07631","CALHOUN","6467794400","119","01/26/2023","BRYON FIELDS","6467794400","FinancialOperations@ourhomesofamerica.com","045","18",42.299029623298,-85.16726381386
"597","1202038","Issued",2027-10-01,"OAK FOREST","EVERGREEN OAK FOREST MHP LLC","20 POWELL STREET, BATTLE CREEK MI 49014","49014","525 WILLIAM PENN PLACE, 28TH FL, PITTSBURGH, PA 15219","CALHOUN","2035010796","95","08/01/2023","AKSHITA BANERJEE","2035010796","compliance@evergreenparke.com","045","18",42.323800745571,-85.129740547915
